"COUNTRY","Country","SEX","Gender","EDUCATION_FIELD","Field","MOBILITY","Country of citizenship","EDUCATION_LEV","Education level","YEAR","Year","Value","Flag Codes","Flags"
"USA","United States","F","Female","F07","Engineering, manufacturing and construction","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"k","Data included in another category"
"USA","United States","_T","Total","F07","Engineering, manufacturing and construction","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"k","Data included in another category"
"USA","United States","F","Female","F07","Engineering, manufacturing and construction","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"k","Data included in another category"
"USA","United States","M","Male","F07","Engineering, manufacturing and construction","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"k","Data included in another category"
"USA","United States","F","Female","F07","Engineering, manufacturing and construction","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"USA","United States","M","Male","F07","Engineering, manufacturing and construction","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"USA","United States","_T","Total","F07","Engineering, manufacturing and construction","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"k","Data included in another category"
"USA","United States","F","Female","F07","Engineering, manufacturing and construction","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"USA","United States","M","Male","F07","Engineering, manufacturing and construction","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"USA","United States","_T","Total","F07","Engineering, manufacturing and construction","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"BRA","Brazil","F","Female","F05","Natural sciences, mathematics and statistics","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",58864,,
"BRA","Brazil","_T","Total","F05","Natural sciences, mathematics and statistics","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",123127,,
"BRA","Brazil","F","Female","F05","Natural sciences, mathematics and statistics","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",246,,
"BRA","Brazil","M","Male","F05","Natural sciences, mathematics and statistics","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",285,,
"BRA","Brazil","F","Female","F05","Natural sciences, mathematics and statistics","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"BRA","Brazil","M","Male","F05","Natural sciences, mathematics and statistics","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"BRA","Brazil","_T","Total","F05","Natural sciences, mathematics and statistics","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"BRA","Brazil","F","Female","F05","Natural sciences, mathematics and statistics","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",9897,,
"BRA","Brazil","M","Male","F05","Natural sciences, mathematics and statistics","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",10996,,
"BRA","Brazil","F","Female","F05","Natural sciences, mathematics and statistics","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",102,,
"BRA","Brazil","M","Male","F05","Natural sciences, mathematics and statistics","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",178,,
"BRA","Brazil","_T","Total","F05","Natural sciences, mathematics and statistics","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",280,,
"BRA","Brazil","F","Female","F05","Natural sciences, mathematics and statistics","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"BRA","Brazil","M","Male","F05","Natural sciences, mathematics and statistics","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"BRA","Brazil","M","Male","F06","Information and Communication Technologies (ICTs)","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",340638,,
"BRA","Brazil","_T","Total","F06","Information and Communication Technologies (ICTs)","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",399655,,
"BRA","Brazil","M","Male","F06","Information and Communication Technologies (ICTs)","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",1024,,
"BRA","Brazil","F","Female","F06","Information and Communication Technologies (ICTs)","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"BRA","Brazil","M","Male","F06","Information and Communication Technologies (ICTs)","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"BRA","Brazil","_T","Total","F06","Information and Communication Technologies (ICTs)","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"BRA","Brazil","F","Female","F06","Information and Communication Technologies (ICTs)","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",843,,
"BRA","Brazil","M","Male","F06","Information and Communication Technologies (ICTs)","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",4068,,
"BRA","Brazil","_T","Total","F06","Information and Communication Technologies (ICTs)","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",4911,,
"BRA","Brazil","M","Male","F06","Information and Communication Technologies (ICTs)","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",34,,
"BRA","Brazil","_T","Total","F06","Information and Communication Technologies (ICTs)","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",38,,
"BRA","Brazil","M","Male","F06","Information and Communication Technologies (ICTs)","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"BRA","Brazil","F","Female","F07","Engineering, manufacturing and construction","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",320272,,
"BRA","Brazil","M","Male","F07","Engineering, manufacturing and construction","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",2336,,
"BRA","Brazil","_T","Total","F07","Engineering, manufacturing and construction","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",3310,,
"BRA","Brazil","F","Female","F07","Engineering, manufacturing and construction","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"BRA","Brazil","_T","Total","F07","Engineering, manufacturing and construction","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"BRA","Brazil","F","Female","F07","Engineering, manufacturing and construction","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",11443,,
"BRA","Brazil","F","Female","F07","Engineering, manufacturing and construction","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",89,,
"BRA","Brazil","_T","Total","F07","Engineering, manufacturing and construction","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",273,,
"BRA","Brazil","F","Female","F07","Engineering, manufacturing and construction","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"BRA","Brazil","_T","Total","F07","Engineering, manufacturing and construction","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"USA","United States","M","Male","F05","Natural sciences, mathematics and statistics","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",,"k","Data included in another category"
"DEU","Germany","M","Male","F07","Engineering, manufacturing and construction","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",37011,,
"JPN","Japan","_T","Total","F06","Information and Communication Technologies (ICTs)","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"k","Data included in another category"
"DEU","Germany","M","Male","F06","Information and Communication Technologies (ICTs)","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",41773,,
"USA","United States","_T","Total","F05","Natural sciences, mathematics and statistics","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"k","Data included in another category"
"DEU","Germany","_T","Total","F07","Engineering, manufacturing and construction","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",50967,,
"MEX","Mexico","_T","Total","F05","Natural sciences, mathematics and statistics","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"k","Data included in another category"
"DEU","Germany","M","Male","F05","Natural sciences, mathematics and statistics","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",495,,
"FRA","France","F","Female","F05","Natural sciences, mathematics and statistics","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"JPN","Japan","F","Female","F06","Information and Communication Technologies (ICTs)","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"k","Data included in another category"
"MEX","Mexico","M","Male","F05","Natural sciences, mathematics and statistics","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"JPN","Japan","F","Female","F05","Natural sciences, mathematics and statistics","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"JPN","Japan","F","Female","F05","Natural sciences, mathematics and statistics","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"JPN","Japan","F","Female","F06","Information and Communication Technologies (ICTs)","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"k","Data included in another category"
"MEX","Mexico","F","Female","F06","Information and Communication Technologies (ICTs)","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"BRA","Brazil","M","Male","F07","Engineering, manufacturing and construction","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",184,,
"USA","United States","_T","Total","F06","Information and Communication Technologies (ICTs)","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"k","Data included in another category"
"USA","United States","_T","Total","F07","Engineering, manufacturing and construction","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"k","Data included in another category"
"USA","United States","_T","Total","F06","Information and Communication Technologies (ICTs)","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"k","Data included in another category"
"FRA","France","_T","Total","F07","Engineering, manufacturing and construction","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"DEU","Germany","F","Female","F07","Engineering, manufacturing and construction","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",11461,,
"BRA","Brazil","M","Male","F05","Natural sciences, mathematics and statistics","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",64263,,
"FRA","France","M","Male","F06","Information and Communication Technologies (ICTs)","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",3207,,
"FRA","France","_T","Total","F07","Engineering, manufacturing and construction","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"DEU","Germany","F","Female","F07","Engineering, manufacturing and construction","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",13956,,
"USA","United States","M","Male","F05","Natural sciences, mathematics and statistics","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"k","Data included in another category"
"BRA","Brazil","F","Female","F06","Information and Communication Technologies (ICTs)","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",59017,,
"BRA","Brazil","_T","Total","F06","Information and Communication Technologies (ICTs)","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"FRA","France","_T","Total","F05","Natural sciences, mathematics and statistics","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"JPN","Japan","_T","Total","F05","Natural sciences, mathematics and statistics","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",1169,"w","Includes data from another category"
"USA","United States","M","Male","F07","Engineering, manufacturing and construction","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"k","Data included in another category"
"FRA","France","_T","Total","F07","Engineering, manufacturing and construction","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",101358,,
"USA","United States","F","Female","F06","Information and Communication Technologies (ICTs)","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"k","Data included in another category"
"USA","United States","F","Female","F05","Natural sciences, mathematics and statistics","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"MEX","Mexico","M","Male","F07","Engineering, manufacturing and construction","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",641165,,
"JPN","Japan","F","Female","F07","Engineering, manufacturing and construction","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"MEX","Mexico","M","Male","F07","Engineering, manufacturing and construction","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"k","Data included in another category"
"DEU","Germany","_T","Total","F06","Information and Communication Technologies (ICTs)","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",2020,,
"JPN","Japan","_T","Total","F06","Information and Communication Technologies (ICTs)","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"DEU","Germany","M","Male","F07","Engineering, manufacturing and construction","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",115240,,
"MEX","Mexico","M","Male","F07","Engineering, manufacturing and construction","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"JPN","Japan","M","Male","F06","Information and Communication Technologies (ICTs)","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"k","Data included in another category"
"BRA","Brazil","F","Female","F07","Engineering, manufacturing and construction","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",974,,
"USA","United States","_T","Total","F05","Natural sciences, mathematics and statistics","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"JPN","Japan","F","Female","F05","Natural sciences, mathematics and statistics","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",398,"w","Includes data from another category"
"FRA","France","F","Female","F07","Engineering, manufacturing and construction","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"MEX","Mexico","F","Female","F07","Engineering, manufacturing and construction","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",279244,,
"BRA","Brazil","F","Female","F06","Information and Communication Technologies (ICTs)","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",4,,
"DEU","Germany","_T","Total","F06","Information and Communication Technologies (ICTs)","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",16064,,
"USA","United States","_T","Total","F06","Information and Communication Technologies (ICTs)","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"BRA","Brazil","F","Female","F06","Information and Communication Technologies (ICTs)","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",199,,
"FRA","France","_T","Total","F05","Natural sciences, mathematics and statistics","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",13415,,
"BRA","Brazil","_T","Total","F05","Natural sciences, mathematics and statistics","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",531,,
"JPN","Japan","_T","Total","F06","Information and Communication Technologies (ICTs)","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"JPN","Japan","M","Male","F06","Information and Communication Technologies (ICTs)","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"DEU","Germany","F","Female","F05","Natural sciences, mathematics and statistics","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",59057,,
"BRA","Brazil","_T","Total","F07","Engineering, manufacturing and construction","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",981011,,
"BRA","Brazil","_T","Total","F05","Natural sciences, mathematics and statistics","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"MEX","Mexico","_T","Total","F06","Information and Communication Technologies (ICTs)","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"k","Data included in another category"
"FRA","France","M","Male","F07","Engineering, manufacturing and construction","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",5667,,
"FRA","France","_T","Total","F07","Engineering, manufacturing and construction","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",8223,,
"BRA","Brazil","M","Male","F07","Engineering, manufacturing and construction","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",660739,,
"MEX","Mexico","F","Female","F06","Information and Communication Technologies (ICTs)","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"k","Data included in another category"
"FRA","France","M","Male","F07","Engineering, manufacturing and construction","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",120239,,
"MEX","Mexico","_T","Total","F05","Natural sciences, mathematics and statistics","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"FRA","France","M","Male","F05","Natural sciences, mathematics and statistics","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",55697,,
"USA","United States","_T","Total","F06","Information and Communication Technologies (ICTs)","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"k","Data included in another category"
"DEU","Germany","_T","Total","F05","Natural sciences, mathematics and statistics","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",155957,,
"JPN","Japan","M","Male","F05","Natural sciences, mathematics and statistics","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"BRA","Brazil","_T","Total","F06","Information and Communication Technologies (ICTs)","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",1223,,
"DEU","Germany","_T","Total","F05","Natural sciences, mathematics and statistics","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",115367,,
"FRA","France","_T","Total","F06","Information and Communication Technologies (ICTs)","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"USA","United States","M","Male","F06","Information and Communication Technologies (ICTs)","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"k","Data included in another category"
"DEU","Germany","F","Female","F07","Engineering, manufacturing and construction","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",41067,,
"BRA","Brazil","M","Male","F07","Engineering, manufacturing and construction","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"JPN","Japan","M","Male","F07","Engineering, manufacturing and construction","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",5304,"w","Includes data from another category"
"JPN","Japan","M","Male","F05","Natural sciences, mathematics and statistics","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"MEX","Mexico","F","Female","F05","Natural sciences, mathematics and statistics","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"FRA","France","_T","Total","F05","Natural sciences, mathematics and statistics","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",61486,,
"FRA","France","F","Female","F05","Natural sciences, mathematics and statistics","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",6042,,
"FRA","France","F","Female","F05","Natural sciences, mathematics and statistics","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"FRA","France","_T","Total","F06","Information and Communication Technologies (ICTs)","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",31899,,
"FRA","France","F","Female","F06","Information and Communication Technologies (ICTs)","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"FRA","France","M","Male","F07","Engineering, manufacturing and construction","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",69336,,
"FRA","France","F","Female","F07","Engineering, manufacturing and construction","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",2556,,
"DEU","Germany","M","Male","F05","Natural sciences, mathematics and statistics","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",84492,,
"DEU","Germany","M","Male","F05","Natural sciences, mathematics and statistics","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",6039,,
"DEU","Germany","F","Female","F05","Natural sciences, mathematics and statistics","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",7223,,
"DEU","Germany","M","Male","F05","Natural sciences, mathematics and statistics","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",8178,,
"DEU","Germany","F","Female","F06","Information and Communication Technologies (ICTs)","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",526,,
"DEU","Germany","M","Male","F06","Information and Communication Technologies (ICTs)","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",1494,,
"DEU","Germany","F","Female","F06","Information and Communication Technologies (ICTs)","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",4880,,
"DEU","Germany","_T","Total","F07","Engineering, manufacturing and construction","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",46807,,
"JPN","Japan","F","Female","F05","Natural sciences, mathematics and statistics","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",21797,"w","Includes data from another category"
"JPN","Japan","M","Male","F05","Natural sciences, mathematics and statistics","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",14882,"w","Includes data from another category"
"JPN","Japan","_T","Total","F07","Engineering, manufacturing and construction","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",9514,"w","Includes data from another category"
"JPN","Japan","F","Female","F07","Engineering, manufacturing and construction","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"JPN","Japan","_T","Total","F07","Engineering, manufacturing and construction","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",67019,"w","Includes data from another category"
"MEX","Mexico","_T","Total","F05","Natural sciences, mathematics and statistics","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
