"COUNTRY","Country","SEX","Gender","EDUCATION_FIELD","Field","MOBILITY","Country of citizenship","EDUCATION_LEV","Education level","YEAR","Year","Value","Flag Codes","Flags"
"MEX","Mexico","M","Male","F06","Information and Communication Technologies (ICTs)","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"k","Data included in another category"
"MEX","Mexico","M","Male","F06","Information and Communication Technologies (ICTs)","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"MEX","Mexico","F","Female","F06","Information and Communication Technologies (ICTs)","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"k","Data included in another category"
"MEX","Mexico","M","Male","F06","Information and Communication Technologies (ICTs)","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"USA","United States","F","Female","F05","Natural sciences, mathematics and statistics","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"k","Data included in another category"
"USA","United States","M","Male","F05","Natural sciences, mathematics and statistics","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"k","Data included in another category"
"USA","United States","F","Female","F05","Natural sciences, mathematics and statistics","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"USA","United States","F","Female","F05","Natural sciences, mathematics and statistics","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",,"k","Data included in another category"
"USA","United States","M","Male","F06","Information and Communication Technologies (ICTs)","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"k","Data included in another category"
"USA","United States","F","Female","F07","Engineering, manufacturing and construction","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",,"k","Data included in another category"
"USA","United States","M","Male","F07","Engineering, manufacturing and construction","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",,"k","Data included in another category"
"USA","United States","F","Female","F07","Engineering, manufacturing and construction","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"k","Data included in another category"
"BRA","Brazil","F","Female","F06","Information and Communication Technologies (ICTs)","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"BRA","Brazil","M","Male","F07","Engineering, manufacturing and construction","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"BRA","Brazil","M","Male","F07","Engineering, manufacturing and construction","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",16228,,
"BRA","Brazil","_T","Total","F07","Engineering, manufacturing and construction","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",27671,,
"FRA","France","M","Male","F05","Natural sciences, mathematics and statistics","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",6307,,
"DEU","Germany","_T","Total","F05","Natural sciences, mathematics and statistics","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",1056,,
"DEU","Germany","M","Male","F06","Information and Communication Technologies (ICTs)","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",11184,,
"DEU","Germany","M","Male","F07","Engineering, manufacturing and construction","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",35346,,
"MEX","Mexico","M","Male","F05","Natural sciences, mathematics and statistics","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"MEX","Mexico","M","Male","F06","Information and Communication Technologies (ICTs)","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"k","Data included in another category"
"USA","United States","_T","Total","F07","Engineering, manufacturing and construction","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",,"k","Data included in another category"
"BRA","Brazil","_T","Total","F05","Natural sciences, mathematics and statistics","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",20893,,
"FRA","France","F","Female","F05","Natural sciences, mathematics and statistics","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",58644,,
"JPN","Japan","M","Male","F06","Information and Communication Technologies (ICTs)","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"k","Data included in another category"
"JPN","Japan","M","Male","F06","Information and Communication Technologies (ICTs)","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",,"k","Data included in another category"
"JPN","Japan","M","Male","F07","Engineering, manufacturing and construction","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",322327,"w","Includes data from another category"
"MEX","Mexico","_T","Total","F06","Information and Communication Technologies (ICTs)","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"k","Data included in another category"
"MEX","Mexico","F","Female","F06","Information and Communication Technologies (ICTs)","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"USA","United States","M","Male","F06","Information and Communication Technologies (ICTs)","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"USA","United States","_T","Total","F07","Engineering, manufacturing and construction","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"USA","United States","M","Male","F07","Engineering, manufacturing and construction","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"k","Data included in another category"
"FRA","France","_T","Total","F06","Information and Communication Technologies (ICTs)","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"USA","United States","M","Male","F05","Natural sciences, mathematics and statistics","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"FRA","France","F","Female","F05T07","Science, technology, engineering and mathematics","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",95913,,
"FRA","France","M","Male","F05T07","Science, technology, engineering and mathematics","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",151685,,
"FRA","France","_T","Total","F05T07","Science, technology, engineering and mathematics","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",247598,,
"FRA","France","F","Female","F05T07","Science, technology, engineering and mathematics","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",9336,,
"FRA","France","M","Male","F05T07","Science, technology, engineering and mathematics","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",15181,,
"FRA","France","_T","Total","F05T07","Science, technology, engineering and mathematics","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",24517,,
"FRA","France","F","Female","F05T07","Science, technology, engineering and mathematics","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"FRA","France","M","Male","F05T07","Science, technology, engineering and mathematics","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"FRA","France","F","Female","F05T07","Science, technology, engineering and mathematics","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",86507,,
"FRA","France","M","Male","F05T07","Science, technology, engineering and mathematics","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",184544,,
"FRA","France","_T","Total","F05T07","Science, technology, engineering and mathematics","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",271051,,
"FRA","France","F","Female","F05T07","Science, technology, engineering and mathematics","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",16647,,
"FRA","France","_T","Total","F05T07","Science, technology, engineering and mathematics","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",45305,,
"FRA","France","F","Female","F05T07","Science, technology, engineering and mathematics","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"FRA","France","M","Male","F05T07","Science, technology, engineering and mathematics","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"FRA","France","_T","Total","F05T07","Science, technology, engineering and mathematics","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"DEU","Germany","F","Female","F05T07","Science, technology, engineering and mathematics","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",207103.13,,
"DEU","Germany","M","Male","F05T07","Science, technology, engineering and mathematics","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",588430.194,,
"DEU","Germany","_T","Total","F05T07","Science, technology, engineering and mathematics","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",795533.324,,
"DEU","Germany","F","Female","F05T07","Science, technology, engineering and mathematics","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",22932,,
"DEU","Germany","M","Male","F05T07","Science, technology, engineering and mathematics","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",54434,,
"DEU","Germany","_T","Total","F05T07","Science, technology, engineering and mathematics","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",77366,,
"DEU","Germany","F","Female","F05T07","Science, technology, engineering and mathematics","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",2468,,
"DEU","Germany","M","Male","F05T07","Science, technology, engineering and mathematics","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",5393,,
"DEU","Germany","_T","Total","F05T07","Science, technology, engineering and mathematics","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",7861,,
"DEU","Germany","F","Female","F05T07","Science, technology, engineering and mathematics","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",112425,,
"DEU","Germany","M","Male","F05T07","Science, technology, engineering and mathematics","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",213323,,
"DEU","Germany","M","Male","F05T07","Science, technology, engineering and mathematics","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",56373,,
"DEU","Germany","_T","Total","F05T07","Science, technology, engineering and mathematics","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",82432,,
"DEU","Germany","F","Female","F05T07","Science, technology, engineering and mathematics","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",1296,,
"DEU","Germany","M","Male","F05T07","Science, technology, engineering and mathematics","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",2413,,
"DEU","Germany","_T","Total","F05T07","Science, technology, engineering and mathematics","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",3709,,
"JPN","Japan","F","Female","F05T07","Science, technology, engineering and mathematics","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"JPN","Japan","M","Male","F05T07","Science, technology, engineering and mathematics","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"JPN","Japan","_T","Total","F05T07","Science, technology, engineering and mathematics","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"JPN","Japan","F","Female","F05T07","Science, technology, engineering and mathematics","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"JPN","Japan","M","Male","F05T07","Science, technology, engineering and mathematics","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"JPN","Japan","_T","Total","F05T07","Science, technology, engineering and mathematics","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"JPN","Japan","F","Female","F05T07","Science, technology, engineering and mathematics","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"JPN","Japan","M","Male","F05T07","Science, technology, engineering and mathematics","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"JPN","Japan","_T","Total","F05T07","Science, technology, engineering and mathematics","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"JPN","Japan","F","Female","F05T07","Science, technology, engineering and mathematics","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"JPN","Japan","M","Male","F05T07","Science, technology, engineering and mathematics","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"JPN","Japan","_T","Total","F05T07","Science, technology, engineering and mathematics","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"JPN","Japan","F","Female","F05T07","Science, technology, engineering and mathematics","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"JPN","Japan","M","Male","F05T07","Science, technology, engineering and mathematics","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"JPN","Japan","_T","Total","F05T07","Science, technology, engineering and mathematics","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"JPN","Japan","M","Male","F05T07","Science, technology, engineering and mathematics","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"JPN","Japan","_T","Total","F05T07","Science, technology, engineering and mathematics","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"MEX","Mexico","F","Female","F05T07","Science, technology, engineering and mathematics","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",397948,,
"MEX","Mexico","M","Male","F05T07","Science, technology, engineering and mathematics","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",887864,,
"MEX","Mexico","F","Female","F05T07","Science, technology, engineering and mathematics","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"k","Data included in another category"
"MEX","Mexico","M","Male","F05T07","Science, technology, engineering and mathematics","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"k","Data included in another category"
"MEX","Mexico","_T","Total","F05T07","Science, technology, engineering and mathematics","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"k","Data included in another category"
"MEX","Mexico","F","Female","F05T07","Science, technology, engineering and mathematics","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"MEX","Mexico","M","Male","F05T07","Science, technology, engineering and mathematics","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"MEX","Mexico","_T","Total","F05T07","Science, technology, engineering and mathematics","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"MEX","Mexico","F","Female","F05T07","Science, technology, engineering and mathematics","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",11404,,
"MEX","Mexico","M","Male","F05T07","Science, technology, engineering and mathematics","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",20980,,
"MEX","Mexico","_T","Total","F05T07","Science, technology, engineering and mathematics","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",32384,,
"MEX","Mexico","F","Female","F05T07","Science, technology, engineering and mathematics","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"k","Data included in another category"
"MEX","Mexico","M","Male","F05T07","Science, technology, engineering and mathematics","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"k","Data included in another category"
"MEX","Mexico","_T","Total","F05T07","Science, technology, engineering and mathematics","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"k","Data included in another category"
"MEX","Mexico","F","Female","F05T07","Science, technology, engineering and mathematics","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"MEX","Mexico","M","Male","F05T07","Science, technology, engineering and mathematics","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"MEX","Mexico","_T","Total","F05T07","Science, technology, engineering and mathematics","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"USA","United States","F","Female","F05T07","Science, technology, engineering and mathematics","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"k","Data included in another category"
"USA","United States","M","Male","F05T07","Science, technology, engineering and mathematics","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"k","Data included in another category"
"USA","United States","_T","Total","F05T07","Science, technology, engineering and mathematics","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"k","Data included in another category"
"USA","United States","F","Female","F05T07","Science, technology, engineering and mathematics","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"k","Data included in another category"
"USA","United States","M","Male","F05T07","Science, technology, engineering and mathematics","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"k","Data included in another category"
"USA","United States","_T","Total","F05T07","Science, technology, engineering and mathematics","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"k","Data included in another category"
"USA","United States","F","Female","F05T07","Science, technology, engineering and mathematics","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"USA","United States","M","Male","F05T07","Science, technology, engineering and mathematics","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"USA","United States","_T","Total","F05T07","Science, technology, engineering and mathematics","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"USA","United States","F","Female","F05T07","Science, technology, engineering and mathematics","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",,"k","Data included in another category"
"USA","United States","M","Male","F05T07","Science, technology, engineering and mathematics","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",,"k","Data included in another category"
"USA","United States","_T","Total","F05T07","Science, technology, engineering and mathematics","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",,"k","Data included in another category"
"USA","United States","F","Female","F05T07","Science, technology, engineering and mathematics","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"k","Data included in another category"
"USA","United States","F","Female","F05T07","Science, technology, engineering and mathematics","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"USA","United States","M","Male","F05T07","Science, technology, engineering and mathematics","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"USA","United States","_T","Total","F05T07","Science, technology, engineering and mathematics","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"BRA","Brazil","F","Female","F05T07","Science, technology, engineering and mathematics","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",438153,,
"BRA","Brazil","M","Male","F05T07","Science, technology, engineering and mathematics","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",1065640,,
"BRA","Brazil","_T","Total","F05T07","Science, technology, engineering and mathematics","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",1503793,,
"BRA","Brazil","M","Male","F05T07","Science, technology, engineering and mathematics","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",3645,,
"BRA","Brazil","_T","Total","F05T07","Science, technology, engineering and mathematics","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",5064,,
"BRA","Brazil","F","Female","F05T07","Science, technology, engineering and mathematics","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"BRA","Brazil","M","Male","F05T07","Science, technology, engineering and mathematics","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"BRA","Brazil","_T","Total","F05T07","Science, technology, engineering and mathematics","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"BRA","Brazil","F","Female","F05T07","Science, technology, engineering and mathematics","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",22183,,
"BRA","Brazil","M","Male","F05T07","Science, technology, engineering and mathematics","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",31292,,
"BRA","Brazil","_T","Total","F05T07","Science, technology, engineering and mathematics","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",53475,,
"BRA","Brazil","F","Female","F05T07","Science, technology, engineering and mathematics","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",195,,
"BRA","Brazil","M","Male","F05T07","Science, technology, engineering and mathematics","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",396,,
"BRA","Brazil","_T","Total","F05T07","Science, technology, engineering and mathematics","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",591,,
"BRA","Brazil","F","Female","F05T07","Science, technology, engineering and mathematics","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"BRA","Brazil","M","Male","F05T07","Science, technology, engineering and mathematics","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"BRA","Brazil","_T","Total","F05T07","Science, technology, engineering and mathematics","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"FRA","France","_T","Total","F05T07","Science, technology, engineering and mathematics","MOB_HOME","Homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",,"o","Missing value"
"FRA","France","M","Male","F05T07","Science, technology, engineering and mathematics","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",28658,,
"DEU","Germany","_T","Total","F05T07","Science, technology, engineering and mathematics","_T","Total","ISCED11_7","Master’s or equivalent level","2020","2020",325748,,
"DEU","Germany","F","Female","F05T07","Science, technology, engineering and mathematics","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",26059,,
"JPN","Japan","F","Female","F05T07","Science, technology, engineering and mathematics","MOB_HOME","Homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"o","Missing value"
"MEX","Mexico","_T","Total","F05T07","Science, technology, engineering and mathematics","_T","Total","ISCED11_6","Bachelor’s or equivalent level","2020","2020",1285812,,
"USA","United States","M","Male","F05T07","Science, technology, engineering and mathematics","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"k","Data included in another category"
"USA","United States","_T","Total","F05T07","Science, technology, engineering and mathematics","MOB","Mobile including homecoming nationals","ISCED11_7","Master’s or equivalent level","2020","2020",,"k","Data included in another category"
"BRA","Brazil","F","Female","F05T07","Science, technology, engineering and mathematics","MOB","Mobile including homecoming nationals","ISCED11_6","Bachelor’s or equivalent level","2020","2020",1419,,
